,latitude,longitude,status,pressure
0,41.86655737523353,-87.68236487515324,not ok,100
1,41.8668174786028,-87.68131157167181,ok,100
2,41.866568847273555,-87.68092682519583,ok,100
3,41.86446976793271,-87.6824219958211,ok,100
4,41.86394846794232,-87.68094199084929,ok,100
5,41.86488609380299,-87.68090474218096,ok,100
6,41.86478073667188,-87.68111198969153,ok,100
7,41.863964125028424,-87.679859230658,ok,100
8,41.86489560008982,-87.67987017172227,not ok,100
9,41.865931006756284,-87.67851207320754,ok,100
10,41.86491164902937,-87.67847515440161,ok,100
11,41.863991611198124,-87.67741069590129,ok,100
12,41.864056161217675,-87.6765066432762,ok,100
13,41.864957670125584,-87.67645063582793,ok,100
14,41.863098309108196,-87.67607238358744,ok,100
15,41.86492551812778,-87.6774653483475,ok,100
16,41.86596385856987,-87.67746906749355,needs testing,100
17,41.864430864952745,-87.6872987111731,ok,100
18,41.86428527413865,-87.68809260907071,ok,100
19,41.865280620136375,-87.68871740266955,ok,100
20,41.8654049928822,-87.68913580986272,ok,100
21,41.866401350094804,-87.68925002146669,ok,100
22,41.86549627959059,-87.68802972804592,needs testing,100
23,41.86550407992199,-87.68719308802969,ok,100
24,41.86550957010584,-87.68624438840581,ok,100
25,41.86640518788521,-87.69348002875203,ok,100
26,41.86571392132999,-87.69348900140517,ok,100
27,41.86629881878214,-87.69226311448769,ok,100
28,41.865550020282015,-87.69233026475047,ok,100
29,41.864748244835425,-87.69351678090054,needs testing,100
30,41.86328078251872,-87.69348366148854,ok,100
31,41.862868192871666,-87.69219047257675,ok,100
32,41.86405824090537,-87.69106429910273,ok,100
33,41.863281612263066,-87.69219322271148,ok,100
34,41.866294048906184,-87.69577917729934,ok,100
35,41.86572706031274,-87.69575564621614,ok,100
36,41.8648945205552,-87.69565833895112,ok,100
37,41.86588200829356,-87.69478810144535,ok,100
38,41.864958716187004,-87.6947573279586,ok,100
39,41.864318525124105,-87.69473594255204,not ok,100
40,41.86360618497765,-87.69472707200741,ok,100
41,41.862901231320336,-87.69470648482985,not ok,100
42,41.86415375933341,-87.69563839129003,ok,100
43,41.863318764701475,-87.69561434957787,ok,100
44,41.86248799954886,-87.69559518334793,ok,100
45,41.86466822566065,-87.69228157498475,ok,100
46,41.8645106326319,-87.69152579227158,ok,100
47,41.863827233229806,-87.69219691986797,ok,100
48,41.86482117685635,-87.6761416123069,ok,100
49,41.866892960804066,-87.68038423804039,ok,100
50,41.8668521175401,-87.67928054687735,ok,100
51,41.866753561624,-87.6849250464827,ok,100
52,41.86587658331654,-87.68499975747568,not ok,100
53,41.80048071209527,-87.73944770148623,ok,100
54,41.801294907687485,-87.7394136518961,ok,100
55,41.80205739388975,-87.73950984254165,ok,100
56,41.8012260959473,-87.74064189523345,ok,100
57,41.87427135701027,-87.66925356650073,ok,100
58,41.92877413075944,-87.70376973705295,ok,100
59,41.868148279424624,-87.62029665290619,ok,100
60,41.88061732556523,-87.62428191497892,ok,100
61,41.90961543324471,-87.75824562213387,ok,100
62,41.779778239895016,-87.6497985898576,ok,100
63,41.93524247263993,-87.66829239681573,not ok,100
64,41.895530939919574,-87.72010391080994,ok,100
65,41.88309632959154,-87.65655093234392,ok,100
66,41.857227370716714,-87.71405851635163,ok,100
67,41.94347300392715,-87.74681680547255,needs testing,100
68,41.801379189181155,-87.71399280217487,ok,100
69,41.85816381020414,-87.71408517290268,ok,100
70,41.779581917135744,-87.6485602979323,ok,100
71,41.78015039284469,-87.64856590816166,ok,100
72,41.93563351015171,-87.63666120798214,ok,100
73,41.889142443838246,-87.6498450668049,ok,100
74,41.855572070450734,-87.71401130102174,ok,100
75,41.80236575298881,-87.71466023878669,ok,100
76,41.77133261801339,-87.74096173852291,not ok,100
77,41.77122501153236,-87.73974615394951,ok,100
78,41.77124766810739,-87.73852287494675,ok,100
79,41.802355453660674,-87.71536306506822,ok,100
80,41.85638416528398,-87.7140344650932,not ok,100
81,41.77402954585066,-87.78837843731479,ok,100
82,41.803053301151685,-87.7152142066709,not ok,100
83,41.93281099429361,-87.64919331386405,ok,100
84,41.84106147279732,-87.6950983280856,ok,100
85,41.92259991093805,-87.66729203110677,not ok,100
86,41.87191698576828,-87.65403529492524,needs testing,100
87,41.830045271075534,-87.69222053211483,ok,100
88,41.84400900339729,-87.7295494464604,ok,100
89,41.93001759216568,-87.64909024549542,ok,100
90,41.80218033593439,-87.71401447817482,ok,100
91,41.76533855519196,-87.62668264501758,ok,100
92,41.89640815402854,-87.63258288993562,ok,100
93,41.832923654821286,-87.68393049836625,needs testing,100
94,41.895821358466215,-87.62696443862913,ok,100
95,41.814819998628565,-87.74312719976446,ok,100
96,41.86639613983178,-87.62235981251389,ok,100
97,41.88108299426719,-87.61714523742056,ok,100
98,41.769775841028306,-87.59391376718017,ok,100
99,41.88457189317787,-87.63666437115663,not ok,100
100,41.86724653210318,-87.6176451325079,ok,100
101,41.86662848516676,-87.67739539972258,ok,100
102,41.86661258323498,-87.67847893725389,ok,100
103,41.86690978923101,-87.676524074674,ok,100
104,41.86659558668241,-87.68001881634204,ok,100
105,41.866066690104454,-87.66612693552156,ok,100
106,41.86852292307638,-87.66660742751125,ok,100
107,41.86703628439097,-87.66673953046924,ok,100
108,41.866934536948754,-87.67577770874378,ok,100
109,41.866942794233935,-87.67498684634023,ok,100
110,41.866944344739245,-87.67390008710731,ok,100
111,41.86186947237435,-87.69100161038476,not ok,100
112,41.863086972444776,-87.68754941207206,not ok,100
113,41.86310418725495,-87.68666420420948,ok,100
114,41.89589802248862,-87.62094059627222,ok,100
115,41.765213738024606,-87.6381272352567,needs testing,100
116,41.8484805511831,-87.62337755775457,ok,100
117,42.00486810668005,-87.90696832964149,ok,100
118,41.99479609600281,-87.88857306180697,ok,100
119,42.00480368949785,-87.90857409851579,ok,100
120,41.99513335429364,-87.88720802486884,ok,100
121,41.99443887927793,-87.88252869789152,ok,100
122,41.994684049406274,-87.88721116457799,ok,100
123,42.004868733896615,-87.90808985641037,ok,100
124,41.99582139363303,-87.88858192740166,not ok,100
125,41.99468831477956,-87.88544574527839,ok,100
126,41.99399987298189,-87.8885688687056,ok,100
127,41.860561340736375,-87.65908926023549,needs testing,100
128,41.86145007231557,-87.65913164082424,ok,100
129,41.85977355132934,-87.66498022565871,needs testing,100
130,41.86433917395924,-87.66162794296874,ok,100
131,41.86617888296991,-87.6613447210259,not ok,100
132,41.866195512072686,-87.66036370585982,needs testing,100
133,41.85976360565429,-87.66402455765507,ok,100
134,41.86135970795125,-87.66400570240664,ok,100
135,41.86158708484531,-87.66499705292456,ok,100
136,41.86151523928693,-87.66602894773848,ok,100
137,41.860680636185535,-87.66495685243264,ok,100
138,41.861528920756115,-87.66273809135,ok,100
139,41.86158875877152,-87.66157985541419,ok,100
140,41.86156314958902,-87.65825553810888,ok,100
141,41.86236608513926,-87.66554880673607,ok,100
142,41.86346887970846,-87.66163773637653,ok,100
143,41.860724712251695,-87.66402980154133,ok,100
144,41.865097114279415,-87.6656042483199,ok,100
145,41.86334486402783,-87.66395793464194,not ok,100
146,41.86269330516634,-87.66395662288639,ok,100
147,41.866061894749556,-87.66531289155988,ok,100
148,41.86612222449186,-87.66259139130526,ok,100
149,41.86616140252475,-87.66179149017114,ok,100
150,41.86241249627162,-87.66131024450004,ok,100
151,41.86242598801255,-87.66021684220759,ok,100
152,41.861502003663354,-87.67000326850632,ok,100
153,41.86330280000632,-87.67142199489103,ok,100
154,41.86421100875151,-87.67000937472822,ok,100
155,41.864220760894575,-87.67107581277358,ok,100
156,41.863312697156296,-87.67248502764726,ok,100
157,41.86327646730667,-87.67390970350921,ok,100
158,41.864206640316425,-87.6725243028031,ok,100
159,41.86418669132852,-87.67346684154953,ok,100
160,41.86326603182896,-87.6748767516811,ok,100
161,41.86507823644496,-87.6750601823341,ok,100
162,41.86506870366491,-87.67359012243736,ok,100
163,41.86416788334828,-87.67493907418287,needs testing,100
164,41.86594582792567,-87.67500162645771,ok,100
165,41.866665136390516,-87.67497502854773,ok,100
166,41.86652217536967,-87.67600527056514,ok,100
167,41.86597089047843,-87.67390000248093,ok,100
168,41.843743831055306,-87.69531275160575,ok,100
169,41.844488283967415,-87.69796536381476,ok,100
170,41.8444994298447,-87.69995143971417,ok,100
171,41.84448128653754,-87.70146663169301,ok,100
172,41.84366378810915,-87.7014361970252,ok,100
173,41.84370845379504,-87.70030546918238,ok,100
174,41.84266192922387,-87.70150093122247,ok,100
175,41.842107855104295,-87.70150414996583,not ok,100
176,41.84189593681504,-87.70029878367609,needs testing,100
177,41.8410873858829,-87.70125043152096,needs testing,100
178,41.84012814651706,-87.70023139756093,ok,100
179,41.83917336145132,-87.70020509995402,ok,100
